#doc name topic proportion ...
0	Ultra	13	0.09876543209876544	6	0.08024691358024692	2	0.08024691358024692	14	0.0617283950617284	12	0.0617283950617284	11	0.0617283950617284	10	0.0617283950617284	9	0.0617283950617284	8	0.0617283950617284	7	0.0617283950617284	5	0.0617283950617284	4	0.0617283950617284	3	0.0617283950617284	1	0.0617283950617284	0	0.0617283950617284	
1		14	0.08333333333333334	4	0.08333333333333334	13	0.06410256410256411	12	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	6	0.06410256410256411	5	0.06410256410256411	3	0.06410256410256411	2	0.06410256410256411	1	0.06410256410256411	0	0.06410256410256411	
2	Networks	14	0.08333333333333334	1	0.08333333333333334	13	0.06410256410256411	12	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	6	0.06410256410256411	5	0.06410256410256411	4	0.06410256410256411	3	0.06410256410256411	2	0.06410256410256411	0	0.06410256410256411	
3		13	0.10256410256410257	14	0.06410256410256411	12	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	6	0.06410256410256411	5	0.06410256410256411	4	0.06410256410256411	3	0.06410256410256411	2	0.06410256410256411	1	0.06410256410256411	0	0.06410256410256411	
4	Yuen	13	0.08333333333333334	0	0.08333333333333334	14	0.06410256410256411	12	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	6	0.06410256410256411	5	0.06410256410256411	4	0.06410256410256411	3	0.06410256410256411	2	0.06410256410256411	1	0.06410256410256411	
5	Jan	3	0.08333333333333334	0	0.08333333333333334	14	0.06410256410256411	13	0.06410256410256411	12	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	6	0.06410256410256411	5	0.06410256410256411	4	0.06410256410256411	2	0.06410256410256411	1	0.06410256410256411	
6	Ali	12	0.08333333333333334	4	0.08333333333333334	14	0.06410256410256411	13	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	6	0.06410256410256411	5	0.06410256410256411	3	0.06410256410256411	2	0.06410256410256411	1	0.06410256410256411	0	0.06410256410256411	
7		12	0.08333333333333334	2	0.08333333333333334	14	0.06410256410256411	13	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	6	0.06410256410256411	5	0.06410256410256411	4	0.06410256410256411	3	0.06410256410256411	1	0.06410256410256411	0	0.06410256410256411	
8	Electrical	5	0.08333333333333334	4	0.08333333333333334	14	0.06410256410256411	13	0.06410256410256411	12	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	6	0.06410256410256411	3	0.06410256410256411	2	0.06410256410256411	1	0.06410256410256411	0	0.06410256410256411	
9	University	6	0.08333333333333334	0	0.08333333333333334	14	0.06410256410256411	13	0.06410256410256411	12	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	5	0.06410256410256411	4	0.06410256410256411	3	0.06410256410256411	2	0.06410256410256411	1	0.06410256410256411	
